timestamp,up_metrics,prometheus_build_info,prometheus_build_info_branch,prometheus_build_info_container,prometheus_build_info_endpoint,prometheus_build_info_goarch,prometheus_build_info_goos,prometheus_build_info_goversion,prometheus_build_info_instance,prometheus_build_info_job,prometheus_build_info_namespace,prometheus_build_info_pod,prometheus_build_info_revision,prometheus_build_info_service,prometheus_build_info_version,node_load1,node_memory_available,container_cpu_all,container_memory_all,cpu_usage_rate,cpu_requests,cpu_limits,memory_usage,memory_requests,memory_limits,network_rx_rate,network_tx_rate,pod_count_running,pod_count_pending,worker_nodes_count,hpa_current_replicas,hpa_desired_replicas,hour,day_of_week,is_weekend,up_metrics_rolling_10,up_metrics_rolling_30,up_metrics_rolling_120,prometheus_build_info_rolling_10,prometheus_build_info_rolling_30,prometheus_build_info_rolling_120,node_load1_rolling_10,node_load1_rolling_30,node_load1_rolling_120,node_memory_available_rolling_10,node_memory_available_rolling_30,node_memory_available_rolling_120,container_cpu_all_rolling_10,container_cpu_all_rolling_30,container_cpu_all_rolling_120,container_memory_all_rolling_10,container_memory_all_rolling_30,container_memory_all_rolling_120,cpu_usage_rate_rolling_10,cpu_usage_rate_rolling_30,cpu_usage_rate_rolling_120,cpu_requests_rolling_10,cpu_requests_rolling_30,cpu_requests_rolling_120,cpu_limits_rolling_10,cpu_limits_rolling_30,cpu_limits_rolling_120,memory_usage_rolling_10,memory_usage_rolling_30,memory_usage_rolling_120,memory_requests_rolling_10,memory_requests_rolling_30,memory_requests_rolling_120,memory_limits_rolling_10,memory_limits_rolling_30,memory_limits_rolling_120,network_rx_rate_rolling_10,network_rx_rate_rolling_30,network_rx_rate_rolling_120,network_tx_rate_rolling_10,network_tx_rate_rolling_30,network_tx_rate_rolling_120,pod_count_running_rolling_10,pod_count_running_rolling_30,pod_count_running_rolling_120,pod_count_pending_rolling_10,pod_count_pending_rolling_30,pod_count_pending_rolling_120,worker_nodes_count_rolling_10,worker_nodes_count_rolling_30,worker_nodes_count_rolling_120,hpa_current_replicas_rolling_10,hpa_current_replicas_rolling_30,hpa_current_replicas_rolling_120,hpa_desired_replicas_rolling_10,hpa_desired_replicas_rolling_30,hpa_desired_replicas_rolling_120,up_metrics_rate_of_change,up_metrics_rate_of_change_pct,prometheus_build_info_rate_of_change,prometheus_build_info_rate_of_change_pct,node_load1_rate_of_change,node_load1_rate_of_change_pct,node_memory_available_rate_of_change,node_memory_available_rate_of_change_pct,container_cpu_all_rate_of_change,container_cpu_all_rate_of_change_pct,container_memory_all_rate_of_change,container_memory_all_rate_of_change_pct,cpu_usage_rate_rate_of_change,cpu_usage_rate_rate_of_change_pct,cpu_requests_rate_of_change,cpu_requests_rate_of_change_pct,cpu_limits_rate_of_change,cpu_limits_rate_of_change_pct,memory_usage_rate_of_change,memory_usage_rate_of_change_pct,memory_requests_rate_of_change,memory_requests_rate_of_change_pct,memory_limits_rate_of_change,memory_limits_rate_of_change_pct,network_rx_rate_rate_of_change,network_rx_rate_rate_of_change_pct,network_tx_rate_rate_of_change,network_tx_rate_rate_of_change_pct,pod_count_running_rate_of_change,pod_count_running_rate_of_change_pct,pod_count_pending_rate_of_change,pod_count_pending_rate_of_change_pct,worker_nodes_count_rate_of_change,worker_nodes_count_rate_of_change_pct,hpa_current_replicas_rate_of_change,hpa_current_replicas_rate_of_change_pct,hpa_desired_replicas_rate_of_change,hpa_desired_replicas_rate_of_change_pct
2025-06-11 15:39:30,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,1.05,2059108352.0,0.0014300021032204824,24067736.701754387,0.03787721149048355,0.14,0.275,5359616.0,349175808.0,684720128.0,11.470580088119767,69.80125310170284,4.0,4.0,2.0,1.0,0.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,1.05,1.05,2059108352.0,2059108352.0,2059108352.0,0.0014300021032204824,0.0014300021032204824,0.0014300021032204824,24067736.701754387,24067736.701754387,24067736.701754387,0.03787721149048355,0.03787721149048355,0.03787721149048355,0.14,0.14,0.14,0.275,0.275,0.275,5359616.0,5359616.0,5359616.0,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,11.470580088119767,11.470580088119767,11.470580088119767,69.80125310170284,69.80125310170284,69.80125310170284,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-11 15:40:00,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,1.565,2232162304.0,0.0014300021032204824,28271001.6,0.03787721149048355,0.14,0.275,41957376.0,349175808.0,684720128.0,11.470580088119767,69.80125310170284,4.0,4.0,2.0,1.0,0.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.3075,1.3075,1.3075,2145635328.0,2145635328.0,2145635328.0,0.0014300021032204824,0.0014300021032204824,0.0014300021032204824,26169369.150877193,26169369.150877193,26169369.150877193,0.03787721149048355,0.03787721149048355,0.03787721149048355,0.14,0.14,0.14,0.275,0.275,0.275,23658496.0,23658496.0,23658496.0,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,11.470580088119767,11.470580088119767,11.470580088119767,69.80125310170284,69.80125310170284,69.80125310170284,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5149999999999999,49.04761904761903,173053952.0,8.40431499546459,0.0,0.0,4203264.898245614,17.464313118978158,0.0,0.0,0.0,0.0,0.0,0.0,36597760.0,682.8429499426824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-06-11 15:40:30,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,1.665,2180202496.0,0.0040285802068651625,36090486.15384615,0.04239917076700745,0.14,0.275,174418944.0,349175808.0,684720128.0,1099.2070980355197,1736.0305615440868,4.0,4.0,2.0,1.0,0.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.4266666666666667,1.4266666666666667,1.4266666666666667,2157157717.3333335,2157157717.3333335,2157157717.3333335,0.0022961948044353756,0.0022961948044353756,0.0022961948044353756,29476408.15186685,29476408.15186685,29476408.15186685,0.039384531249324846,0.039384531249324846,0.039384531249324846,0.14,0.14,0.14,0.275,0.275,0.275,73911978.66666667,73911978.66666667,73911978.66666667,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,374.0494194039197,374.0494194039197,374.0494194039197,625.2110225824975,625.2110225824975,625.2110225824975,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009,6.389776357827492,-51959808.0,-2.3277791183413887,0.0025985781036446803,181.7184812380673,7819484.553846151,27.659029080335618,0.0045219592765239,11.938469329137448,0.0,0.0,0.0,0.0,132461568.0,315.70508127104995,0.0,0.0,0.0,0.0,1087.7365179474,9482.837917447463,1666.229308442384,2387.105151270895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-06-11 15:41:00,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,1.225,2153863168.0,0.0040983026948661575,36585755.56923077,0.046532670633100445,0.14,0.275,175862784.0,349175808.0,684720128.0,1018.8412002590671,1251.1006025917138,4.0,4.0,2.0,1.0,0.5,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.37625,1.37625,1.37625,2156334080.0,2156334080.0,2156334080.0,0.002746721777043071,0.002746721777043071,0.002746721777043071,31253745.00620783,31253745.00620783,31253745.00620783,0.04117156609526875,0.04117156609526875,0.04117156609526875,0.14,0.14,0.14,0.275,0.275,0.275,99399680.0,99399680.0,99399680.0,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,535.2473646177066,535.2473646177066,535.2473646177066,781.6834175848016,781.6834175848016,781.6834175848016,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,-0.43999999999999995,-26.42642642642642,-26339328.0,-1.2081138356792365,6.972248800099501e-05,1.7306962855593522,495269.4153846204,1.3722990964250004,0.004133499866092995,9.74901110403188,0.0,0.0,0.0,0.0,1443840.0,0.8277999894323429,0.0,0.0,0.0,0.0,-80.36589777645258,-7.311260809731024,-484.929958952373,-27.93326164264408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,inf
2025-06-11 15:41:30,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.74,2140084224.0,0.0031176713619500427,37257247.50769231,0.033719918206283395,0.14,0.275,175866880.0,349175808.0,684720128.0,1273.3894517769968,370.98357761485033,4.0,4.0,2.0,1.0,0.5,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.249,1.249,1.249,2153084108.8,2153084108.8,2153084108.8,0.0028209116940244652,0.0028209116940244652,0.0028209116940244652,32454445.506504726,32454445.506504726,32454445.506504726,0.03968123651747168,0.03968123651747168,0.03968123651747168,0.14,0.14,0.14,0.275,0.275,0.275,114693120.0,114693120.0,114693120.0,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,682.8757820495646,682.8757820495646,682.8757820495646,699.5434495908114,699.5434495908114,699.5434495908114,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,-0.4850000000000001,-39.591836734693885,-13778944.0,-0.6397316321999469,-0.0009806313329161149,-23.92774292012465,671491.9384615347,1.8353917474544845,-0.01281275242681705,-27.534960389105322,0.0,0.0,0.0,0.0,4096.0,0.0023290885694082775,0.0,0.0,0.0,0.0,254.54825151792966,24.98409481803485,-880.1170249768635,-70.34742235385865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11 15:42:00,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.485,2129074176.0,0.001882651436133249,37242375.87692308,0.004235546671365867,0.18333333333333335,0.3333333333333333,176422912.0,443198122.6666667,890590549.3333334,70.24905363774437,312.40686254201296,3.0,3.0,2.0,1.0,1.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.1216666666666668,1.1216666666666668,1.1216666666666668,2149082453.3333335,2149082453.3333335,2149082453.3333335,0.0026645349843759294,0.0026645349843759294,0.0026645349843759294,33252433.90157445,33252433.90157445,33252433.90157445,0.03377362154312071,0.03377362154312071,0.03377362154312071,0.14722222222222223,0.14722222222222223,0.14722222222222223,0.28472222222222227,0.28472222222222227,0.28472222222222227,124981418.66666667,124981418.66666667,124981418.66666667,364846193.77777773,364846193.77777773,364846193.77777773,719031864.8888888,719031864.8888888,719031864.8888888,580.7713273142613,580.7713273142613,580.7713273142613,635.0206850826783,635.0206850826783,635.0206850826783,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,2.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.255,-34.45945945945946,-11010048.0,-0.5144679763781079,-0.0012350199258167936,-39.61353787604839,-14871.630769230425,-0.039916074761459086,-0.02948437153491753,-87.43903634209703,0.043333333333333335,30.952380952380953,0.05833333333333329,21.212121212121193,556032.0,0.3161664095024497,94022314.66666669,26.92692692692693,205870421.33333337,30.06636038795305,-1203.1403981392525,-94.48330174718247,-58.576715072837374,-15.789570915629813,-1.0,-25.0,-1.0,-25.0,0.0,0.0,0.0,0.0,0.5,100.0
2025-06-11 15:42:30,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.56,2131765248.0,0.0014774008225536433,37479439.75384615,0.0016858069947294503,0.18333333333333335,0.3333333333333333,176449536.0,443198122.6666667,890590549.3333334,59.08452068118811,213.1381093131727,3.0,3.0,2.0,1.0,1.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0414285714285714,1.0414285714285714,1.0414285714285714,2146608566.857143,2146608566.857143,2146608566.857143,0.0024949443898298887,0.0024949443898298887,0.0024949443898298887,33856291.88047041,33856291.88047041,33856291.88047041,0.02918964803620767,0.02918964803620767,0.02918964803620767,0.15238095238095242,0.15238095238095242,0.15238095238095242,0.2916666666666667,0.2916666666666667,0.2916666666666667,132334006.85714285,132334006.85714285,132334006.85714285,376039326.4761905,376039326.4761905,376039326.4761905,743540248.3809525,743540248.3809525,743540248.3809525,506.2446406523936,506.2446406523936,506.2446406523936,574.7517456870346,574.7517456870346,574.7517456870346,3.7142857142857144,3.7142857142857144,3.7142857142857144,3.7142857142857144,3.7142857142857144,3.7142857142857144,2.0,2.0,2.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.07500000000000007,15.463917525773208,2691072.0,0.12639634778042197,-0.00040525061357960575,-21.525525426626192,237063.8769230768,0.6365433765732842,-0.0025497396766364167,-60.19859712262795,0.0,0.0,0.0,0.0,26624.0,0.015091010401180327,0.0,0.0,0.0,0.0,-11.164532956556258,-15.89278770092587,-99.26875322884027,-31.77547139045015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11 15:43:00,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.64,2107873280.0,0.0014531020375576774,37968911.75384615,0.002153485942383656,0.18333333333333335,0.3333333333333333,178643968.0,443198122.6666667,890590549.3333334,190.65830314718707,11438.823476459782,3.0,3.0,2.0,1.0,1.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.99125,0.99125,0.99125,2141766656.0,2141766656.0,2141766656.0,0.002364714095795862,0.002364714095795862,0.002364714095795862,34370369.364642374,34370369.364642374,34370369.364642374,0.02581012777447967,0.02581012777447967,0.02581012777447967,0.15625,0.15625,0.15625,0.296875,0.296875,0.296875,138122752.0,138122752.0,138122752.0,384434176.0,384434176.0,384434176.0,761921536.0,761921536.0,761921536.0,466.79634846424284,466.79634846424284,466.79634846424284,1932.760712033628,1932.760712033628,1932.760712033628,3.625,3.625,3.625,3.625,3.625,3.625,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.07999999999999996,14.28571428571428,-23891968.0,-1.120759803285809,-2.429878499596587e-05,-1.64469821764186,489472.0,1.3059746976334496,0.0004676789476542058,27.742140655268898,0.0,0.0,0.0,0.0,2194432.0,1.2436598303097846,0.0,0.0,0.0,0.0,131.57378246599896,222.6873992529327,11225.685367146609,5266.859785573232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11 15:43:30,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.7250000000000001,2102335488.0,0.0016058090763004821,38445812.18461538,0.0077921354349063075,0.18333333333333335,0.3333333333333333,185166848.0,443198122.6666667,890590549.3333334,292.6602937935547,12261.695814821449,3.0,3.0,2.0,1.0,1.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9616666666666668,0.9616666666666668,0.9616666666666668,2137385415.1111112,2137385415.1111112,2137385415.1111112,0.002280391315851931,0.002280391315851931,0.002280391315851931,34823196.344639376,34823196.344639376,34823196.344639376,0.023808128625638185,0.023808128625638185,0.023808128625638185,0.1592592592592593,0.1592592592592593,0.1592592592592593,0.30092592592592593,0.30092592592592593,0.30092592592592593,143349873.7777778,143349873.7777778,143349873.7777778,390963503.40740746,390963503.40740746,390963503.40740746,776218093.0370371,776218093.0370371,776218093.0370371,447.4478979452775,447.4478979452775,447.4478979452775,3080.4201678989416,3080.4201678989416,3080.4201678989416,3.5555555555555554,3.5555555555555554,3.5555555555555554,3.5555555555555554,3.5555555555555554,3.5555555555555554,2.0,2.0,2.0,1.0,1.0,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,0.08500000000000008,13.281250000000021,-5537792.0,-0.26271939838812264,0.00015270703874280473,10.50903754835204,476900.43076922745,1.2560287054340424,0.005638649492522652,261.8382308212947,0.0,0.0,0.0,0.0,6522880.0,3.6513295539875257,0.0,0.0,0.0,0.0,102.0019906463676,53.49989429394149,822.8723383616671,7.193679840020906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11 15:44:00,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.44000000000000006,2088382464.0,0.001757629113550007,38867889.23076923,0.015532322724989835,0.18333333333333335,0.3333333333333333,190462976.0,443198122.6666667,890590549.3333334,298.3613362181731,16693.892624888485,3.0,3.0,2.0,1.0,1.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9095000000000001,0.9095000000000001,0.9095000000000001,2132485120.0,2132485120.0,2132485120.0,0.0022281150956217385,0.0022281150956217385,0.0022281150956217385,35227665.63325237,35227665.63325237,35227665.63325237,0.02298054803557335,0.02298054803557335,0.02298054803557335,0.16166666666666668,0.16166666666666668,0.16166666666666668,0.30416666666666664,0.30416666666666664,0.30416666666666664,148061184.0,148061184.0,148061184.0,396186965.3333334,396186965.3333334,396186965.3333334,787655338.6666667,787655338.6666667,787655338.6666667,432.53924177256704,432.53924177256704,432.53924177256704,4441.767413597896,4441.767413597896,4441.767413597896,3.5,3.5,3.5,3.5,3.5,3.5,2.0,2.0,2.0,1.0,1.0,1.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,-0.28500000000000003,-39.310344827586206,-13953024.0,-0.6636915982079494,0.00015182003724952486,9.454426400384609,422077.04615385085,1.097849212098967,0.0077401872900835274,99.33332595080331,0.0,0.0,0.0,0.0,5296128.0,2.860192338533518,0.0,0.0,0.0,0.0,5.701042424618436,1.9480068002118545,4432.1968100670365,36.14668702439652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
