timestamp,up_metrics,prometheus_build_info,prometheus_build_info_branch,prometheus_build_info_container,prometheus_build_info_endpoint,prometheus_build_info_goarch,prometheus_build_info_goos,prometheus_build_info_goversion,prometheus_build_info_instance,prometheus_build_info_job,prometheus_build_info_namespace,prometheus_build_info_pod,prometheus_build_info_revision,prometheus_build_info_service,prometheus_build_info_version,node_load1,node_memory_available,container_cpu_all,container_memory_all,cpu_usage_rate,cpu_requests,cpu_limits,memory_usage,memory_requests,memory_limits,network_rx_rate,network_tx_rate,pod_count_running,pod_count_pending,hpa_current_replicas,hpa_desired_replicas,hour,day_of_week,is_weekend,up_metrics_rolling_10,up_metrics_rolling_30,up_metrics_rolling_120,prometheus_build_info_rolling_10,prometheus_build_info_rolling_30,prometheus_build_info_rolling_120,node_load1_rolling_10,node_load1_rolling_30,node_load1_rolling_120,node_memory_available_rolling_10,node_memory_available_rolling_30,node_memory_available_rolling_120,container_cpu_all_rolling_10,container_cpu_all_rolling_30,container_cpu_all_rolling_120,container_memory_all_rolling_10,container_memory_all_rolling_30,container_memory_all_rolling_120,cpu_usage_rate_rolling_10,cpu_usage_rate_rolling_30,cpu_usage_rate_rolling_120,cpu_requests_rolling_10,cpu_requests_rolling_30,cpu_requests_rolling_120,cpu_limits_rolling_10,cpu_limits_rolling_30,cpu_limits_rolling_120,memory_usage_rolling_10,memory_usage_rolling_30,memory_usage_rolling_120,memory_requests_rolling_10,memory_requests_rolling_30,memory_requests_rolling_120,memory_limits_rolling_10,memory_limits_rolling_30,memory_limits_rolling_120,network_rx_rate_rolling_10,network_rx_rate_rolling_30,network_rx_rate_rolling_120,network_tx_rate_rolling_10,network_tx_rate_rolling_30,network_tx_rate_rolling_120,pod_count_running_rolling_10,pod_count_running_rolling_30,pod_count_running_rolling_120,pod_count_pending_rolling_10,pod_count_pending_rolling_30,pod_count_pending_rolling_120,hpa_current_replicas_rolling_10,hpa_current_replicas_rolling_30,hpa_current_replicas_rolling_120,hpa_desired_replicas_rolling_10,hpa_desired_replicas_rolling_30,hpa_desired_replicas_rolling_120,up_metrics_rate_of_change,up_metrics_rate_of_change_pct,prometheus_build_info_rate_of_change,prometheus_build_info_rate_of_change_pct,node_load1_rate_of_change,node_load1_rate_of_change_pct,node_memory_available_rate_of_change,node_memory_available_rate_of_change_pct,container_cpu_all_rate_of_change,container_cpu_all_rate_of_change_pct,container_memory_all_rate_of_change,container_memory_all_rate_of_change_pct,cpu_usage_rate_rate_of_change,cpu_usage_rate_rate_of_change_pct,cpu_requests_rate_of_change,cpu_requests_rate_of_change_pct,cpu_limits_rate_of_change,cpu_limits_rate_of_change_pct,memory_usage_rate_of_change,memory_usage_rate_of_change_pct,memory_requests_rate_of_change,memory_requests_rate_of_change_pct,memory_limits_rate_of_change,memory_limits_rate_of_change_pct,network_rx_rate_rate_of_change,network_rx_rate_rate_of_change_pct,network_tx_rate_rate_of_change,network_tx_rate_rate_of_change_pct,pod_count_running_rate_of_change,pod_count_running_rate_of_change_pct,pod_count_pending_rate_of_change,pod_count_pending_rate_of_change_pct,hpa_current_replicas_rate_of_change,hpa_current_replicas_rate_of_change_pct,hpa_desired_replicas_rate_of_change,hpa_desired_replicas_rate_of_change_pct
2025-06-11 15:39:05,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,1.05,2059108352.0,0.0001031068008632239,33305088.0,0.03281940912534044,0.14,0.275,30425088.0,349175808.0,684720128.0,75.4188037070878,1005.6015490982818,4.0,4.0,1.0,0.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,1.05,1.05,2059108352.0,2059108352.0,2059108352.0,0.0001031068008632239,0.0001031068008632239,0.0001031068008632239,33305088.0,33305088.0,33305088.0,0.03281940912534044,0.03281940912534044,0.03281940912534044,0.14,0.14,0.14,0.275,0.275,0.275,30425088.0,30425088.0,30425088.0,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,75.4188037070878,75.4188037070878,75.4188037070878,1005.6015490982818,1005.6015490982818,1005.6015490982818,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-11 15:39:35,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,1.05,2059108352.0,0.0001031068008632239,25295648.0,0.03281940912534044,0.14,0.275,30425088.0,349175808.0,684720128.0,75.4188037070878,1005.6015490982818,4.0,4.0,1.0,0.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,1.05,1.05,2059108352.0,2059108352.0,2059108352.0,0.0001031068008632239,0.0001031068008632239,0.0001031068008632239,29300368.0,29300368.0,29300368.0,0.03281940912534044,0.03281940912534044,0.03281940912534044,0.14,0.14,0.14,0.275,0.275,0.275,30425088.0,30425088.0,30425088.0,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,75.4188037070878,75.4188037070878,75.4188037070878,1005.6015490982818,1005.6015490982818,1005.6015490982818,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8009440.0,-24.048697904656493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-06-11 15:40:05,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,1.565,2232162304.0,0.0032739940659539555,35021587.692307696,0.03281940912534044,0.14,0.275,156067840.0,349175808.0,684720128.0,75.4188037070878,1005.6015490982818,4.0,4.0,1.0,0.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.2216666666666667,1.2216666666666667,1.2216666666666667,2116793002.6666667,2116793002.6666667,2116793002.6666667,0.0011600692225601345,0.0011600692225601345,0.0011600692225601345,31207441.230769232,31207441.230769232,31207441.230769232,0.03281940912534044,0.03281940912534044,0.03281940912534044,0.14,0.14,0.14,0.275,0.275,0.275,72306005.33333333,72306005.33333333,72306005.33333333,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,75.4188037070878,75.4188037070878,75.4188037070878,1005.6015490982818,1005.6015490982818,1005.6015490982818,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5149999999999999,49.04761904761903,173053952.0,8.40431499546459,0.0031708872650907318,3075.3424978213275,9725939.692307696,38.44906322347504,0.0,0.0,0.0,0.0,0.0,0.0,125642752.0,412.9577275175014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-06-11 15:40:35,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,1.665,2180202496.0,0.0036823790399524324,36341507.93846154,0.045298020409676745,0.14,0.275,174418944.0,349175808.0,684720128.0,1142.8014894362734,1142.1596438804359,4.0,4.0,1.0,0.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.3325,1.3325,1.3325,2132645376.0,2132645376.0,2132645376.0,0.001790646676908209,0.001790646676908209,0.001790646676908209,32490957.90769231,32490957.90769231,32490957.90769231,0.035939061946424516,0.035939061946424516,0.035939061946424516,0.14,0.14,0.14,0.275,0.275,0.275,97834240.0,97834240.0,97834240.0,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,342.2644751393842,342.2644751393842,342.2644751393842,1039.7410727938204,1039.7410727938204,1039.7410727938204,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009,6.389776357827492,-51959808.0,-2.3277791183413887,0.00040838497399847684,12.47360153291799,1319920.2461538464,3.7688760936551047,0.012478611284336305,38.022047370442614,0.0,0.0,0.0,0.0,18351104.0,11.75841480217834,0.0,0.0,0.0,0.0,1067.3826857291856,1415.2739545892236,136.55809478215406,13.57974188729174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-06-11 15:41:05,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,1.225,2153863168.0,0.004176937639015458,36588496.73846154,0.04414670002290834,0.14,0.275,175857664.0,349175808.0,684720128.0,1080.4034024835628,1377.339453463826,4.0,4.0,1.0,0.5,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.311,1.311,1.311,2136888934.4,2136888934.4,2136888934.4,0.002267904869329659,0.002267904869329659,0.002267904869329659,33310465.673846155,33310465.673846155,33310465.673846155,0.03758058956172128,0.03758058956172128,0.03758058956172128,0.14,0.14,0.14,0.275,0.275,0.275,113438924.8,113438924.8,113438924.8,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,489.89226060821994,489.89226060821994,489.89226060821994,1107.2607489278214,1107.2607489278214,1107.2607489278214,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,-0.43999999999999995,-26.42642642642642,-26339328.0,-1.2081138356792365,0.0004945585990630257,13.430409897983075,246988.79999999702,0.6796327780845823,-0.0011513203867684063,-2.541657176971157,0.0,0.0,0.0,0.0,1438720.0,0.8248645284768985,0.0,0.0,0.0,0.0,-62.39808695271063,-5.460098497376887,235.17980958339012,20.590800142822175,0.0,0.0,0.0,0.0,0.0,0.0,0.5,inf
2025-06-11 15:41:35,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.74,2140084224.0,0.0022640170933609176,37268684.8,0.019712754371825642,0.14,0.275,176395264.0,349175808.0,684720128.0,995.7956588544716,370.83727288405436,4.0,4.0,1.0,0.5,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.2158333333333333,1.2158333333333333,1.2158333333333333,2137421482.6666667,2137421482.6666667,2137421482.6666667,0.002267256906668202,0.002267256906668202,0.002267256906668202,33970168.86153846,33970168.86153846,33970168.86153846,0.03460261703007201,0.03460261703007201,0.03460261703007201,0.14,0.14,0.14,0.275,0.275,0.275,123931648.0,123931648.0,123931648.0,349175808.0,349175808.0,349175808.0,684720128.0,684720128.0,684720128.0,574.2094936492618,574.2094936492618,574.2094936492618,984.5235029205269,984.5235029205269,984.5235029205269,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,-0.4850000000000001,-39.591836734693885,-13778944.0,-0.6397316321999469,-0.0019129205456545405,-45.79720146613041,680188.0615384579,1.859021611083156,-0.024433945651082697,-55.34716216252535,0.0,0.0,0.0,0.0,537600.0,0.30570177481716865,0.0,0.0,0.0,0.0,-84.60774362909115,-7.831125247717685,-1006.5021805797717,-73.0758258647534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11 15:42:05,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.485,2129074176.0,0.001624339390892063,37262509.29230769,0.004224549680908255,0.18333333333333335,0.3333333333333333,176422912.0,443198122.6666667,890590549.3333334,70.40940603716045,311.97488240997575,3.0,3.0,1.0,1.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.1114285714285714,1.1114285714285714,1.1114285714285714,2136229010.2857144,2136229010.2857144,2136229010.2857144,0.0021754115472716108,0.0021754115472716108,0.0021754115472716108,34440503.20879121,34440503.20879121,34440503.20879121,0.030262893123048615,0.030262893123048615,0.030262893123048615,0.1461904761904762,0.1461904761904762,0.1461904761904762,0.2833333333333333,0.2833333333333333,0.2833333333333333,131430400.0,131430400.0,131430400.0,362607567.2380952,362607567.2380952,362607567.2380952,714130188.1904762,714130188.1904762,714130188.1904762,502.2380525618188,502.2380525618188,502.2380525618188,888.4451285618768,888.4451285618768,888.4451285618768,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,3.857142857142857,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,-0.255,-34.45945945945946,-11010048.0,-0.5144679763781079,-0.0006396777024688547,-28.254102159593575,-6175.507692307234,-0.016570232422874476,-0.015488204690917388,-78.56946015141257,0.043333333333333335,30.952380952380953,0.05833333333333329,21.212121212121193,27648.0,0.015673890201495233,94022314.66666669,26.92692692692693,205870421.33333337,30.06636038795305,-925.3862528173112,-92.9293318954456,-58.86239047407861,-15.872835547596765,-1.0,-25.0,-1.0,-25.0,0.0,0.0,0.5,100.0
2025-06-11 15:42:35,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.56,2131765248.0,0.001445475029589066,37578972.55384615,0.0018604793838577324,0.18333333333333335,0.3333333333333333,176449536.0,443198122.6666667,890590549.3333334,139.78095670867484,6817.604388686775,3.0,3.0,1.0,1.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0425,1.0425,1.0425,2135671040.0,2135671040.0,2135671040.0,0.0020841694825612924,0.0020841694825612924,0.0020841694825612924,34832811.87692308,34832811.87692308,34832811.87692308,0.026712591405649754,0.026712591405649754,0.026712591405649754,0.15083333333333335,0.15083333333333335,0.15083333333333335,0.28958333333333336,0.28958333333333336,0.28958333333333336,137057792.0,137057792.0,137057792.0,372681386.6666667,372681386.6666667,372681386.6666667,736187733.3333334,736187733.3333334,736187733.3333334,456.9309155801758,456.9309155801758,456.9309155801758,1629.590036077489,1629.590036077489,1629.590036077489,3.75,3.75,3.75,3.75,3.75,3.75,1.0,1.0,1.0,0.375,0.375,0.375,0.0,0.0,0.0,0.0,0.07500000000000007,15.463917525773208,2691072.0,0.12639634778042197,-0.00017886436130299679,-11.011514114963816,316463.26153846085,0.8492805974389617,-0.002364070297050523,-55.96029105147748,0.0,0.0,0.0,0.0,26624.0,0.015091010401180327,0.0,0.0,0.0,0.0,69.37155067151438,98.52597057117865,6505.629506276799,2085.3055399913737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11 15:43:05,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.64,2107873280.0,0.0014739556757659737,38041095.87692308,0.002251209103608648,0.18333333333333335,0.3333333333333333,178643968.0,443198122.6666667,890590549.3333334,229.32360593938765,9096.998048699452,3.0,3.0,1.0,1.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977777777777779,0.9977777777777779,0.9977777777777779,2132582400.0,2132582400.0,2132582400.0,0.0020163679484729237,0.0020163679484729237,0.0020163679484729237,35189287.87692308,35189287.87692308,35189287.87692308,0.023994660038756298,0.023994660038756298,0.023994660038756298,0.15444444444444447,0.15444444444444447,0.15444444444444447,0.29444444444444445,0.29444444444444445,0.29444444444444445,141678478.2222222,141678478.2222222,141678478.2222222,380516579.5555556,380516579.5555556,380516579.5555556,753343601.7777778,753343601.7777778,753343601.7777778,431.64121450897716,431.64121450897716,431.64121450897716,2459.302037479929,2459.302037479929,2459.302037479929,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.07999999999999996,14.28571428571428,-23891968.0,-1.120759803285809,2.8480646176907553e-05,1.9703312470921386,462123.3230769262,1.2297391111871336,0.00039072971975091537,21.001561379343613,0.0,0.0,0.0,0.0,2194432.0,1.2436598303097846,0.0,0.0,0.0,0.0,89.54264923071281,64.05926196179468,2279.393660012677,33.43393852238088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11 15:43:35,1.0,1.0,HEAD,prometheus,http-web,amd64,linux,go1.19.5,10.0.1.20:9090,monitoring-kube-prometheus-prometheus,monitoring,prometheus-monitoring-kube-prometheus-prometheus-0,225c61122d88b01d1f0eaaee0e05b6f3e0567ac0,monitoring-kube-prometheus-prometheus,2.42.0,0.7250000000000001,2102335488.0,0.001773710046428016,38586714.58461539,0.012670766065952572,0.18333333333333335,0.3333333333333333,189728768.0,443198122.6666667,890590549.3333334,320.1875566558087,17757.55714809094,3.0,3.0,1.0,1.0,15,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9705,0.9705,0.9705,2129557708.8,2129557708.8,2129557708.8,0.001992102158268433,0.001992102158268433,0.001992102158268433,35529030.547692314,35529030.547692314,35529030.547692314,0.022862270641475925,0.022862270641475925,0.022862270641475925,0.15733333333333335,0.15733333333333335,0.15733333333333335,0.29833333333333334,0.29833333333333334,0.29833333333333334,146483507.2,146483507.2,146483507.2,386784733.8666667,386784733.8666667,386784733.8666667,767068296.5333334,767068296.5333334,767068296.5333334,420.4958487236603,420.4958487236603,420.4958487236603,3989.1275485410306,3989.1275485410306,3989.1275485410306,3.6,3.6,3.6,3.6,3.6,3.6,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.08500000000000008,13.281250000000021,-5537792.0,-0.26271939838812264,0.00029975437066204224,20.336728952603565,545618.7076923102,1.4342875648419406,0.010419556962343923,462.842698425551,0.0,0.0,0.0,0.0,11084800.0,6.204967413173446,0.0,0.0,0.0,0.0,90.86395071642104,39.622589372869555,8660.559099391487,95.20238492993454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
